id,name,cn,val,reference,color,collection
"""300103701410904731120231227F03""","""4""","""C7""","""50""","""18F034C7F034LYDLES""","""YEUX""","""DOUXC7DorC)e"""
"""300103701410904724120231227F03""","""5""","""C1""","""53""","""18F035C1F035LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904717120231227F03""","""5""","""C2""","""53""","""18F035C2F035LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904700120231227F03""","""5""","""C3""","""53""","""18F035C3F035LYDLES""","""YEUX""","""DOUXC3Noir"""
"""300103701410904694120231227F03""","""5""","""C4""","""53""","""18F035C4F035LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410904687120231227F03""","""5""","""C5""","""53""","""18F035C5F035LYDLES""","""YEUX""","""DOUXC5Noir"""
"""300103701410904670120231227F03""","""5""","""C6""","""53""","""18F035C6F035LYDLES""","""YEUX""","""DOUXC6MarronAAB5318142CC131691"""
"""300103701410904663120231227F03""","""6""","""C1""","""53""","""17F036C1F036LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904656120231227F03""","""6""","""C2""","""53""","""17F036C2F036LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904649120231227F03""","""6""","""C3""","""53""","""17F036C3F036LYDLES""","""YEUX""","""DOUXC3Noir"""
"""300103701410904632120231227F03""","""6""","""C4""","""53""","""17F036C4F036LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410904625120231227F03""","""6""","""C5""","""53""","""17F036C5F036LYDLES""","""YEUX""","""DOUXC5Noir"""
"""300103701410904618120231227F03""","""6""","""C6""","""53""","""17F036C6F036LYDLES""","""YEUX""","""DOUXC6MarronAAB5317142CC131691"""
"""300103701410904601120231227F03""","""7""","""C1""","""51""","""18F037C1F037LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904595120231227F03""","""7""","""C2""","""51""","""18F037C2F037LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904588120231227F03""","""7""","""C3""","""51""","""18F037C3F037LYDLES""","""YEUX""","""DOUXC3Noir"""
"""300103701410904571120231227F03""","""7""","""C4""","""51""","""18F037C4F037LYDLES""","""YEUX""","""DOUXC4ArgentAAB5118140CC131691"""
"""300103701410904564120231227F03""","""7""","""C5""","""51""","""18F037C5F037LYDLES""","""YEUX""","""DOUXC5Noir"""
"""300103701410904557120231227F03""","""7""","""C6""","""51""","""18F037C6F037LYDLES""","""YEUX""","""DOUXC6MarronAAB5118140CC131691"""
"""300103701410904540120231227F03""","""8""","""C1""","""51""","""17F038C1F038LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904533120231227F03""","""8""","""C2""","""51""","""17F038C2F038LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904526120231227F03""","""8""","""C3""","""51""","""17F038C3F038LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410904519120231227F03""","""8""","""C4""","""51""","""17F038C4F038LYDLES""","""YEUX""","""DOUXC4ArgentAAB5117142CC131691"""
"""300103701410904502120231227F03""","""8""","""C5""","""51""","""17F038C5F038LYDLES""","""YEUX""","""DOUXC5Noir"""
"""300103701410904496120231227F03""","""8""","""C6""","""51""","""17F038C6F038LYDLES""","""YEUX""","""DOUXC6MarronAAB5117142CC131691"""
"""300103701410904489120231227F03""","""9""","""C1""","""52""","""17F039C1F039LYDLES""","""YEUX""","""DOUXC1DorC)eAAD5217140CC131691"""
"""300103701410904472120231227F03""","""9""","""C2""","""52""","""17F039C2F039LYDLES""","""YEUX""","""DOUXC2GunAAD5217140CC131691"""
"""300103701410904465120231227F03""","""9""","""C3""","""52""","""17F039C3F039LYDLES""","""YEUX""","""DOUXC3Noir"""
"""300103701410904458120231227F03""","""9""","""C4""","""52""","""17F039C4F039LYDLES""","""YEUX""","""DOUXC4ArgentAAD5217140CC131691"""
"""300103701410904441120231227F04""","""0""","""C1""","""51""","""20F040C1F040LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904434120231227F04""","""0""","""C2""","""51""","""20F040C2F040LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410904427120231227F04""","""0""","""C3""","""51""","""20F040C3F040LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410904410120231227F04""","""1""","""C1""","""51""","""21F041C1F041LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904403120231227F04""","""1""","""C2""","""51""","""21F041C2F041LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904397120231227F04""","""1""","""C3""","""51""","""21F041C3F041LYDLES""","""YEUX""","""DOUXC3Argent"""
"""300103701410904380120231227F04""","""1""","""C4""","""51""","""21F041C4F041LYDLES""","""YEUX""","""DOUXC4DorC)eAAB5121145CC131691"""
"""300103701410904373120231227F04""","""2""","""C1""","""51""","""21F042C1F042LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904366120231227F04""","""2""","""C2""","""49""","""20F042C2F042LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904359120231227F04""","""2""","""C3""","""49""","""20F042C3F042LYDLES""","""YEUX""","""DOUXC3Argent"""
"""300103701410904342120231227F04""","""2""","""C4""","""49""","""20F042C4F042LYDLES""","""YEUX""","""DOUXC4DorC)eAAB4920140CC131691"""
"""300103701410904335120231227F04""","""3""","""C1""","""50""","""22F043C1F043LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904328120231227F04""","""3""","""C2""","""50""","""22F043C2F043LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904311120231227F04""","""3""","""C3""","""50""","""22F043C3F043LYDLES""","""YEUX""","""DOUXC3Argent"""
"""300103701410904304120231227F04""","""3""","""C4""","""50""","""22F043C4F043LYDLES""","""YEUX""","""DOUXC4DorC)eABB5022145CC131691"""
"""300103701410904298120231227F04""","""4""","""C1""","""51""","""20F044C1F044LYDLES""","""YEUX""","""DOUXC1DorC)eAAD5120145CC131691"""
"""300103701410904281120231227F04""","""4""","""C2""","""51""","""20F044C2F044LYDLES""","""YEUX""","""DOUXC2ArgentAAD5120145CC131691"""
"""300103701410904274120231227F04""","""4""","""C3""","""51""","""20F044C3F044LYDLES""","""YEUX""","""DOUXC3GunAAD5120145CC131691"""
"""300103701410904267120231227F04""","""5""","""C1""","""55""","""10F045C1F045LYDLES""","""YEUX""","""DOUXC1DorC)eAAA5510145CC131691"""
"""300103701410904250120231227F04""","""5""","""C2""","""55""","""10F045C2F045LYDLES""","""YEUX""","""DOUXC2ArgentAAA5510145CC131691"""
"""300103701410904243120231227F04""","""5""","""C3""","""55""","""10F045C3F045LYDLES""","""YEUX""","""DOUXC3GunAAA5510145CC131691"""
"""300103701410904236120231227F04""","""6""","""C1""","""49""","""22F046C1F046LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904229120231227F04""","""6""","""C2""","""49""","""22F046C2F046LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410904212120231227F04""","""6""","""C3""","""49""","""22F046C3F046LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410904205120231227F04""","""7""","""C1""","""50""","""22F047C1F047LYDLES""","""YEUX""","""DOUXC1DorC)eAAD5022145CC131691"""
"""300103701410904199120231227F04""","""7""","""C2""","""50""","""22F047C2F047LYDLES""","""YEUX""","""DOUXC2ArgentAAD5022145CC131691"""
"""300103701410904182120231227F04""","""7""","""C3""","""50""","""22F047C3F047LYDLES""","""YEUX""","""DOUXC3GunAAA5022145CC131691"""
"""300103701410904175120231227F04""","""8""","""C1""","""55""","""14F048C1F048LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410904168120231227F04""","""8""","""C2""","""55""","""14F048C2F048LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410904151120231227F04""","""8""","""C3""","""55""","""14F048C3F048LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410904144120231227F04""","""9""","""C1""","""52""","""19F049C1F049LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410904137120231227F04""","""9""","""C2""","""52""","""19F049C2F049LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410904120120231227F04""","""9""","""C3""","""52""","""19F049C3F049LYDLES""","""YEUX""","""DOUXC3BleuCAD5219140A13200B01"""
"""300103701410904113120231227F05""","""0""","""C1""","""54""","""17F050C1F050LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410904106120231227F05""","""0""","""C2""","""54""","""17F050C2F050LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410904090120231227F05""","""0""","""C3""","""54""","""17F050C3F050LYDLES""","""YEUX""","""DOUXC3BleuCAD5417140A13200B01"""
"""300103701410904083120231227F05""","""1""","""C1""","""53""","""16F051C1F051LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410904076120231227F05""","""1""","""C2""","""53""","""16F051C2F051LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410904069120231227F05""","""1""","""C3""","""53""","""16F051C3F051LYDLES""","""YEUX""","""DOUXC3BleuCAD5316138A13200B01"""
"""300103701410904052120231227F05""","""2""","""C1""","""51""","""18F052C1F052LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410904045120231227F05""","""2""","""C2""","""51""","""18F052C2F052LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410904038120231227F05""","""2""","""C3""","""51""","""18F052C3F052LYDLES""","""YEUX""","""DOUXC3Exterieur"""
"""300103701410904021120231227F05""","""2""","""C4""","""51""","""18F052C4F052LYDLES""","""YEUX""","""DOUXC4Exterieur"""
"""300103701410904014120231227F05""","""3""","""C1""","""53""","""20F053C1F053LYDLES""","""YEUX""","""DOUXC1Gun"""
"""300103701410904007120231227F05""","""3""","""C2""","""53""","""20F053C2F053LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410903994120231227F05""","""3""","""C3""","""53""","""20F053C3F053LYDLES""","""YEUX""","""DOUXC3Exterieur"""
"""300103701410903987120231227F05""","""3""","""C4""","""53""","""20F053C4F053LYDLES""","""YEUX""","""DOUXC4Exterieur"""
"""300103701410903970120231227F05""","""4""","""C1""","""50""","""18F054C1F054LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903963120231227F05""","""4""","""C2""","""50""","""18F054C2F054LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410903956120231227F05""","""4""","""C3""","""50""","""18F054C3F054LYDLES""","""YEUX""","""DOUXC3NoirAAD5018140CC131691"""
"""300103701410903949120231227F05""","""4""","""C4""","""50""","""18F054C4F054LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903932120231227F05""","""5""","""C1""","""52""","""18F055C1F055LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903925120231227F05""","""5""","""C2""","""52""","""18F055C2F055LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410903918120231227F05""","""5""","""C3""","""52""","""18F055C3F055LYDLES""","""YEUX""","""DOUXC3NoirAAD5218138BB131691"""
"""300103701410903901120231227F05""","""5""","""C4""","""52""","""18F055C4F055LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903895120231227F05""","""6""","""C1""","""48""","""20F056C1F056LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903888120231227F05""","""6""","""C2""","""48""","""20F056C2F056LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410903871120231227F05""","""6""","""C3""","""48""","""20F056C3F056LYDLES""","""YEUX""","""DOUXC3NoirAAD4820140BB131691"""
"""300103701410903864120231227F05""","""6""","""C4""","""48""","""20F056C4F056LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903857120231227F05""","""7""","""C1""","""48""","""20F057C1F057LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903840120231227F05""","""7""","""C2""","""48""","""20F057C2F057LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410903833120231227F05""","""7""","""C3""","""48""","""20F057C3F057LYDLES""","""YEUX""","""DOUXC3NoirAAD4820140BB131691"""
"""300103701410903826120231227F05""","""7""","""C4""","""48""","""20F057C4F057LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903819120231227F05""","""8""","""C1""","""53""","""18F058C1F058LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903802120231227F05""","""8""","""C2""","""53""","""18F058C2F058LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410903796120231227F05""","""8""","""C3""","""53""","""18F058C3F058LYDLES""","""YEUX""","""DOUXC3NoirAAA5318140BB131691"""
"""300103701410903789120231227F05""","""8""","""C4""","""53""","""18F058C4F058LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903772120231227F05""","""9""","""C1""","""47""","""21F059C1F059LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903765120231227F05""","""9""","""C2""","""47""","""21F059C2F059LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410903758120231227F05""","""9""","""C3""","""47""","""21F059C3F059LYDLES""","""YEUX""","""DOUXC3NoirAAD4721135BB131691"""
"""300103701410903741120231227F05""","""9""","""C4""","""47""","""21F059C4F059LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903734120231227F06""","""0""","""C1""","""53""","""17F060C1F060LYDLES""","""YEUX""","""DOUXC1GunAAD5317138CC131691"""
"""300103701410903727120231227F06""","""0""","""C2""","""53""","""17F060C2F060LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903710120231227F06""","""0""","""C3""","""53""","""17F060C3F060LYDLES""","""YEUX""","""DOUXC3ArgentAAD5317138CC131691"""
"""300103701410903703120231227F06""","""0""","""C4""","""53""","""17F060C4F060LYDLES""","""YEUX""","""DOUXC4DorC)eAAD5317138CC131691"""
"""300103701410903697120231227F06""","""1""","""C1""","""49""","""20F061C1F061LYDLES""","""YEUX""","""DOUXC1GunAAD4920140CC131691"""
"""300103701410903680120231227F06""","""1""","""C2""","""49""","""20F061C2F061LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903673120231227F06""","""1""","""C3""","""49""","""20F061C3F061LYDLES""","""YEUX""","""DOUXC3ArgentAAD4920140CC131691"""
"""300103701410903666120231227F06""","""1""","""C4""","""49""","""20F061C4F061LYDLES""","""YEUX""","""DOUXC4DorC)eAAD4920140CC131691"""
"""300103701410903659120231227F06""","""2""","""C1""","""56""","""18F062C1F062LYDLES""","""YEUX""","""DOUXC1GunAAA5618140CC131691"""
"""300103701410903642120231227F06""","""2""","""C2""","""56""","""18F062C2F062LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903635120231227F06""","""2""","""C3""","""56""","""18F062C3F062LYDLES""","""YEUX""","""DOUXC3ArgentABA5618140CC131691"""
"""300103701410903628120231227F06""","""2""","""C4""","""56""","""18F062C4F062LYDLES""","""YEUX""","""DOUXC4DorC)eABA5618140CC131691"""
"""300103701410903611120231227F06""","""3""","""C1""","""51""","""18F063C1F063LYDLES""","""YEUX""","""DOUXC1GunAAB5118138CC131691"""
"""300103701410903604120231227F06""","""3""","""C2""","""51""","""18F063C2F063LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903598120231227F06""","""3""","""C3""","""51""","""18F063C3F063LYDLES""","""YEUX""","""DOUXC3ArgentAAB5118138CC131691"""
"""300103701410903581120231227F06""","""3""","""C4""","""51""","""18F063C4F063LYDLES""","""YEUX""","""DOUXC4DorC)eAAB5118138CC131691"""
"""300103701410903574120231227F06""","""5""","""C1""","""52""","""20F065C1F065LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903567120231227F06""","""5""","""C2""","""52""","""20F065C2F065LYDLES""","""YEUX""","""DOUXC2DorC)eAAD5220140CC131691"""
"""300103701410903550120231227F06""","""5""","""C3""","""52""","""20F065C3F065LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903543120231227F06""","""5""","""C4""","""52""","""20F065C4F065LYDLES""","""YEUX""","""DOUXC4DorC)e"""
"""300103701410903536120231227F06""","""7""","""C1""","""50""","""19F067C1F067LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903529120231227F06""","""7""","""C2""","""50""","""19F067C2F067LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903512120231227F06""","""7""","""C3""","""50""","""19F067C3F067LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903505120231227F06""","""7""","""C4""","""50""","""19F067C4F067LYDLES""","""YEUX""","""DOUXC4MarronAAD5019142BB131691"""
"""300103701410903499120231227F06""","""8""","""C1""","""49""","""19F068C1F068LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903482120231227F06""","""8""","""C2""","""49""","""19F068C2F068LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903475120231227F06""","""8""","""C3""","""49""","""19F068C3F068LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903468120231227F06""","""8""","""C4""","""49""","""19F068C4F068LYDLES""","""YEUX""","""DOUXC4MarronAAB4919145BB131691"""
"""300103701410903451120231227F06""","""9""","""C1""","""51""","""19F069C1F069LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903444120231227F06""","""9""","""C2""","""51""","""19F069C2F069LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903437120231227F06""","""9""","""C3""","""51""","""19F069C3F069LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903420120231227F06""","""9""","""C4""","""51""","""19F069C4F069LYDLES""","""YEUX""","""DOUXC4MarronAAB5119145BB131691"""
"""300103701410903413120231227F07""","""0""","""C1""","""49""","""21F070C1F070LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903406120231227F07""","""0""","""C2""","""49""","""21F070C2F070LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903390120231227F07""","""0""","""C3""","""49""","""21F070C3F070LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903383120231227F07""","""0""","""C4""","""49""","""21F070C4F070LYDLES""","""YEUX""","""DOUXC4MarronAAD4921145BB131691"""
"""300103701410903376120231227F07""","""1""","""C1""","""50""","""19F071C1F071LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903369120231227F07""","""1""","""C2""","""50""","""19F071C2F071LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903352120231227F07""","""1""","""C3""","""50""","""19F071C3F071LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903345120231227F07""","""1""","""C4""","""50""","""19F071C4F071LYDLES""","""YEUX""","""DOUXC4MarronAAB5019140BB131691"""
"""300103701410903338120231227F07""","""2""","""C1""","""49""","""18F072C1F072LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903321120231227F07""","""2""","""C2""","""49""","""18F072C2F072LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410903314120231227F07""","""2""","""C3""","""49""","""18F072C3F072LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903307120231227F07""","""2""","""C4""","""49""","""18F072C4F072LYDLES""","""YEUX""","""DOUXC4MarronAAD4918140BB131691"""
"""300103701410903291120231227F07""","""3""","""C1""","""52""","""18F073C1F073LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903284120231227F07""","""3""","""C2""","""52""","""18F073C2F073LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410903277120231227F07""","""3""","""C3""","""52""","""18F073C3F073LYDLES""","""YEUX""","""DOUXC3NoirAAD5218142BB131691"""
"""300103701410903260120231227F07""","""3""","""C4""","""52""","""18F073C4F073LYDLES""","""YEUX""","""DOUXC4Gun"""
"""300103701410903253120231227F07""","""4""","""C1""","""51""","""19F074C1F074LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903246120231227F07""","""4""","""C2""","""51""","""19F074C2F074LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410903239120231227F07""","""4""","""C3""","""51""","""19F074C3F074LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903222120231227F07""","""4""","""C4""","""51""","""19F074C4F074LYDLES""","""YEUX""","""DOUXC4NoirAAD5119143BB131691"""
"""300103701410903215120231227F07""","""5""","""C1""","""54""","""18F075C1F075LYDLES""","""YEUX""","""DOUXC1Argent"""
"""300103701410903208120231227F07""","""5""","""C2""","""54""","""18F075C2F075LYDLES""","""YEUX""","""DOUXC2DorC)e"""
"""300103701410903192120231227F07""","""5""","""C3""","""54""","""18F075C3F075LYDLES""","""YEUX""","""DOUXC3Gun"""
"""300103701410903185120231227F07""","""5""","""C4""","""54""","""18F075C4F075LYDLES""","""YEUX""","""DOUXC4NoirAAD5418142BB131691"""
"""300103701410903178120231227F07""","""6""","""C1""","""46""","""19F076C1F076LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903161120231227F07""","""6""","""C2""","""46""","""19F076C2F076LYDLES""","""YEUX""","""DOUXC2Bleu"""
"""300103701410903154120231227F07""","""6""","""C3""","""46""","""19F076C3F076LYDLES""","""YEUX""","""DOUXC3Exterieur"""
"""300103701410903147120231227F07""","""6""","""C4""","""46""","""19F076C4F076LYDLES""","""YEUX""","""DOUXC4DorC)e"""
"""300103701410903130120231227F07""","""7""","""C1""","""49""","""19F077C1F077LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903123120231227F07""","""7""","""C2""","""49""","""19F077C2F077LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410903116120231227F07""","""7""","""C3""","""49""","""19F077C3F077LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410903109120231227F07""","""7""","""C4""","""49""","""19F077C4F077LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903093120231227F07""","""8""","""C1""","""50""","""18F078C1F078LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903086120231227F07""","""8""","""C2""","""50""","""18F078C2F078LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410903079120231227F07""","""8""","""C3""","""50""","""18F078C3F078LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410903062120231227F07""","""8""","""C4""","""50""","""18F078C4F078LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410903055120231227F08""","""0""","""C1""","""50""","""19F080C1F080LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410903048120231227F08""","""0""","""C2""","""50""","""19F080C2F080LYDLES""","""YEUX""","""DOUXC2BleuAAD5019145BB131691"""
"""300103701410903031120231227F08""","""0""","""C3""","""50""","""19F080C3F080LYDLES""","""YEUX""","""DOUXC3MarronAAD5019145BB131691"""
"""300103701410903024120231227F08""","""0""","""C4""","""50""","""19F080C4F080LYDLES""","""YEUX""","""DOUXC4Noir"""
"""300103701410903017120231227F08""","""1""","""C1""","""49""","""21F081C1F081LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410903000120231227F08""","""1""","""C2""","""49""","""21F081C2F081LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410902997120231227F08""","""1""","""C3""","""49""","""21F081C3F081LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410902980120231227F08""","""1""","""C4""","""49""","""21F081C4F081LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410902973120231227F08""","""2""","""C1""","""52""","""21F082C1F082LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410902966120231227F08""","""2""","""C2""","""52""","""21F082C2F082LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410902959120231227F08""","""2""","""C3""","""52""","""21F082C3F082LYDLES""","""YEUX""","""DOUXC3Argent"""
"""300103701410902942120231227F08""","""2""","""C4""","""52""","""21F082C4F082LYDLES""","""YEUX""","""DOUXC4DorC)e"""
"""300103701410902935120231227F08""","""3""","""C1""","""51""","""20F083C1F083LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410902928120231227F08""","""3""","""C2""","""51""","""20F083C2F083LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410902911120231227F08""","""3""","""C3""","""51""","""20F083C3F083LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410902904120231227F08""","""3""","""C4""","""51""","""20F083C4F083LYDLES""","""YEUX""","""DOUXC4Gun"""
"""300103701410902898120231227F08""","""4""","""C1""","""50""","""22F084C1F084LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410902881120231227F08""","""4""","""C2""","""50""","""22F084C2F084LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410902874120231227F08""","""4""","""C3""","""50""","""22F084C3F084LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410902867120231227F08""","""4""","""C4""","""50""","""22F084C4F084LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410902850120231227F08""","""5""","""C1""","""51""","""17F085C1F085LYDLES""","""YEUX""","""DOUXC1DorC)e"""
"""300103701410902843120231227F08""","""5""","""C2""","""51""","""17F085C2F085LYDLES""","""YEUX""","""DOUXC2Argent"""
"""300103701410902836120231227F08""","""5""","""C3""","""51""","""17F085C3F085LYDLES""","""YEUX""","""DOUXC3DorC)e"""
"""300103701410902829120231227F08""","""5""","""C4""","""51""","""17F085C4F085LYDLES""","""YEUX""","""DOUXC4Gun"""
"""300103701410902812120231227F08""","""6""","""C1""","""56""","""16F086C1F086LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410902805120231227F08""","""6""","""C2""","""56""","""16F086C2F086LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410902799120231227F08""","""6""","""C3""","""56""","""16F086C3F086LYDLES""","""YEUX""","""DOUXC3BleuBAD5616140AA13200004NOIRCB01"""
"""300103701410902782120231227F08""","""7""","""C1""","""51""","""21F087C1F087LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410902775120231227F08""","""7""","""C2""","""51""","""21F087C2F087LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410902768120231227F08""","""7""","""C3""","""51""","""21F087C3F087LYDLES""","""YEUX""","""DOUXC3BleuBAD5121145AA13200004NOIRCB01"""
"""300103701410902751120231227F08""","""8""","""C1""","""51""","""20F088C1F088LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410902744120231227F08""","""8""","""C2""","""51""","""20F088C2F088LYDLES""","""YEUX""","""DOUXC2Noir"""
"""300103701410902737120231227F08""","""8""","""C3""","""51""","""20F088C3F088LYDLES""","""YEUX""","""DOUXC3BleuBAD5120145AA13200004NOIRCB01"""
"""300103701410912576120231227F08""","""9""","""C1""","""54""","""18F089C1F089LYDLES""","""YEUX""","""DOUXC1BleuAAA5418140CC131691"""
"""300103701410912569120231227F08""","""9""","""C2""","""54""","""18F089C2F089LYDLES""","""YEUX""","""DOUXC2ArgentAAA5418140CC131691"""
"""300103701410912552120231227F08""","""9""","""C3""","""54""","""18F089C3F089LYDLES""","""YEUX""","""DOUXC3Or"""
"""300103701410912545120231227F08""","""9""","""C4""","""54""","""18F089C4F089LYDLES""","""YEUX""","""DOUXC4Argent"""
"""300103701410912538120231227F09""","""0""","""C1""","""51""","""20F090C1F090LYDLES""","""YEUX""","""DOUXC1Noir"""
"""300103701410912521120231227F09""","""0""","""C2""","""51""","""20F090C2F090LYDLES""","""YEUX""","""DOUXC2Gun"""
"""300103701410912514120231227F09""","""0""","""C3""","""51""","""20F090C3F090LYDLES""","""YEUX""","""DOUXC3Or"""
"""300103701410912507120231227F09""","""0""","""C4""","""51""","""20F090C4F090LYDLES""","""YEUX""","""DOUXC4ArgentAAD5120141CC131691"""
